pd_id,brand_name,model_name,model_number,additional_model_information,upc,product_type,type,special_type,heat_pump_technology,drum_capacity_cu_ft,height_inches,width_inches,depth_inches,combined_energy_factor_cef,estimated_annual_energy_use_kwh_yr,estimated_energy_test_cycle_time_min,energy_test_cycle_information,additional_dryer_features,vented_or_ventless,refrigerant_type,refrigerant_with_gwp,connected,connected_demand_response_functionality_tested,communication_standard_application_layer,direct_on_premises_open_standard_based_interconnection,paired_energy_star_clothes_washer_available,paired_energy_star_clothes_washer_energy_star_model_identifier,date_available_on_market,date_qualified,markets,energy_star_model_identifier,meets_most_efficient_criteria,calculated_combined_energy_factor_max_dryness_setting_lbs_kwh,voltage
2278429,Whirlpool,YWHD3090G**,YWHD3090G**,,,Electric Compact Ventless 240V,Electric,,Heat Pump,4.3,34,24,25,3.71,229,66,"NORMAL CYCLE, AUTOMATIC TERMINATION, NORMAL / DRY - DRYNESS LEVEL","Time remaining display,Steam cycle,Signal, Cycle Signal, Control Lock, Delay Start, Timed Dry, Dryness Level option, Options",Ventless,,,No,,,,Yes,ES_22856_WFW3090G**_08252016203207_7127465,2016-08-26T00:00:00.000,2016-09-02T00:00:00.000,Canada,ES_22856_YWHD3090G**_09022016222153_4913531,No,,240
2282543,Kenmore,C6163361*,C6163*61*,,8.83049E+11,Electric Standard Vented,Electric,,,9.2,41,29,33,3.93,608,74,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Sanitization cycle",Vented,,,No,,,,Yes,ES_0022856_3163*61*_01192016111059_70060810,2016-07-06T00:00:00.000,2016-10-27T00:00:00.000,Canada,ES_1129244_C6163*61*_10272016155643_3803596,No,,
2282544,Kenmore,C6813241*,C6813*41*,,8.83049E+11,Electric Standard Vented,Electric,,,8.8,45,29,32,3.93,608,64,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Filter cleaning indicator,Sanitization cycle,Energy Saver Cycle, Check Vent Signal, Cool Down Signal, Complete Signal, Wrinkle Guard Signal, Check Lint Screen Signal, Damp Signal, Cycle Signal",Vented,,,No,,,,Yes,ES_0022856_2913*41+_01312015020022_70021972,2016-07-06T00:00:00.000,2016-10-27T00:00:00.000,Canada,ES_22856_C6813*41*_10272016162210_5330389,No,,
2282545,Kenmore,C6913341*,C6913*41*,,8.83049E+11,Electric Standard Vented,Electric,,,8.8,45,29,32,3.93,608,64,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Filter cleaning indicator,Sanitization cycle,Energy Saver Cycle, Check Vent Signal, Cool Down Signal, Complete Signal, Wrinkle Guard Signal, Check Lint Screen Signal, Damp Signal, Cycle Signal",Vented,,,No,,,,Yes,ES_0022856_2813*41+_01312015020022_70021972,2016-07-06T00:00:00.000,2016-10-27T00:00:00.000,Canada,ES_22856_C6913*41*_10272016162308_5388846,No,,
2282560,Whirlpool,WED8510FW*,WED8510FW*,,8.83049E+11,Electric Standard Vented,Electric,,,8.8,45,29,32,3.93,608,67,"MIXED, NORMAL CYCLE, ECOBOOST, AUTOMATIC TERMINATION, HIGH HEAT, MID-POINT DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator,Sanitization cycle,EcoBoost Cycle, Check Vent Signal, Cool Down Signal, Complete Signal, Wrinkle Guard Signal, Check Lint Screen Signal, Damp Signal, Cycle Signal",Vented,,,No,,,,Yes,ES_22856_MVWB855D*+_04262016195130_0290983,2016-03-08T00:00:00.000,2016-10-27T00:00:00.000,United States,ES_22856_WED8510FW*_10272016173353_9633607,No,,
2282562,Whirlpool,WED8540FW*,WED8540FW*,,8.83049E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle,Eco Cycle, Damp Dry Signal, Static Reduce, Cycle Signal, Control Lock",Vented,,,No,,,,Yes,ES_22856_WFW8540F**_08222016230047_6847335,2016-03-08T00:00:00.000,2016-10-27T00:00:00.000,United States,ES_22856_WED8540FW*_10272016175833_1113446,No,,
2282563,Whirlpool,WED85HEFBL*,WED85HEFBL*,,8.83049E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle,Eco Cycle, Damp Dry Signal, Static Reduce, Cycle Signal, Control Lock",Vented,,,No,,,,No,,2016-03-08T00:00:00.000,2016-10-27T00:00:00.000,United States,ES_22856_WED85HEFBL*_10272016174848_0528075,No,,
2282564,Whirlpool,WED85HEFC*,WED85HEFC*,,8.83049E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle,Eco Cycle, Damp Dry Signal, Static Reduce, Cycle Signal, Control Lock",Vented,,,No,,,,Yes,ES_22856_WFW85HEF**_08222016224607_5967915,2016-03-08T00:00:00.000,2016-10-27T00:00:00.000,United States,ES_22856_WED85HEFC*_10272016174641_0401920,No,,
2282565,Whirlpool,WED85HEFW*,WED85HEFW*,,8.83049E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Eco Cycle, Damp Dry Signal, Static Reduce, Cycle Signal, Control Lock",Vented,,,No,,,,Yes,ES_22856_WFW85HEF**_08222016224607_5967915,2016-03-08T00:00:00.000,2016-10-27T00:00:00.000,United States,ES_22856_WED85HEFW*_10272016174516_0316219,No,,
2282566,Whirlpool,YWED8540FW*,YWED8540FW*,,8.83049E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle,Eco Cycle, Damp Dry Signal, Static Reduce, Cycle Signal, Control Lock",Vented,,,No,,,,Yes,ES_22856_WFW8540F**_08222016230047_6847335,2016-03-08T00:00:00.000,2016-10-27T00:00:00.000,Canada,ES_22856_YWED8540FW*_10272016175919_1159465,No,,
2282567,Whirlpool,YWED85HEFBL*,YWED85HEFBL*,,8.83049E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle,Eco Cycle, Damp Dry Signal, Static Reduce, Cycle Signal, Control Lock",Vented,,,No,,,,Yes,ES_22856_WFW85HEF**_08222016224607_5967915,2016-03-08T00:00:00.000,2016-10-27T00:00:00.000,Canada,ES_22856_YWED85HEFBL*_10272016175205_0725892,No,,
2282568,Whirlpool,YWED85HEFC*,YWED85HEFC*,,8.83049E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle,Eco Cycle, Damp Dry Signal, Static Reduce, Cycle Signal, Control Lock",Vented,,,No,,,,Yes,ES_22856_WFW85HEF**_08222016224607_5967915,2016-03-08T00:00:00.000,2016-10-27T00:00:00.000,Canada,ES_22856_YWED85HEFC*_10272016175101_0661959,No,,
2282569,Whirlpool,YWED85HEFW*,YWED85HEFW*,,8.83049E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle,Eco Cycle, Damp Dry Signal, Static Reduce, Cycle Signal, Control Lock",Vented,,,No,,,,Yes,ES_22856_WFW85HEF**_08222016224607_5967915,2016-03-08T00:00:00.000,2016-10-27T00:00:00.000,Canada,ES_22856_YWED85HEFW*_10272016174958_0598407,No,,
2289054,Blomberg,DHP24400W,DHP24400W,,7188286030,Electric Compact Ventless 240V,Electric,,Heat Pump,4.1,34,23.5,27,5.7,149,46,NORMAL REGULAR DRY,"Filter cleaning indicator,Drum light,Time remaining display",Ventless,,,No,,,,Yes,"ES_1036108_WM 98400 SX2_12192017095327_9320337, ES_1036108_WM 98200 SX2_12192017095327_9271470",2015-06-01T00:00:00.000,2017-01-20T00:00:00.000,"United States, Canada",ES_1036108_DHP24400W_01202017210302_6182999,Yes,5.78,240
2289055,Blomberg,DHP24412W,DHP24412W,,7188286020,Electric Compact Ventless 240V,Electric,,Heat Pump,4.1,34,23.5,27,5.7,149,46,NORMAL REGULAR DRY,"Filter cleaning indicator,Drum light,Time remaining display",Ventless,,,No,,,,Yes," ES_1036108_WM 98400 SX2_12192017095327_9320337,ES_1036108_WM 98200 SX2_12192017095327_9271470",2015-06-01T00:00:00.000,2017-01-20T00:00:00.000,"United States, Canada",ES_1036108_DHP24412W_01202017205610_5770588,Yes,5.78,240
2289057,Beko,HPD24412W,HPD24412W,,7188286010,Electric Compact Ventless 240V,Electric,,Heat Pump,4.1,34,23.5,27,5.7,149,46,NORMAL REGULAR DRY,"Filter cleaning indicator,Drum light,Time remaining display",Ventless,,,No,,,,Yes,ES_1036108_WMY 10148 C2_12192017095327_3193933,2015-10-01T00:00:00.000,2017-01-20T00:00:00.000,"United States, Canada",ES_1036108_HPD24412W_01202017203310_4390623,Yes,5.78,240
2289158,LG,DLHX4372*,DLHX4372*,,48231020565,Electric Standard Vented,Electric,,,7.3,38.69,27,30,4.3,556,57,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,No,,2017-02-05T00:00:00.000,2017-01-20T00:00:00.000,"United States, Canada",ES_1118034_DLHX4372*_01232017115209_70118391,No,,
2290026,Samsung,DVE45M55***,DVE45M55***,,8.87276E+11,Electric Standard Vented,Electric,,,7.5,38.7,27,32,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,ES_1023593_WF45M55**A*_11242016052047_70108499,2017-01-30T00:00:00.000,2017-01-17T00:00:00.000,"United States, Canada",ES_1023593_DVE45M55***_02032017114750_70117713,No,,
2290027,Samsung,DVE60M99***,DVE60M99***,,8.87276E+11,Electric Standard Vented,Electric,,,7.5,38.7,27,32,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_1023593_WF45M55**A*_11242016052047_70108499,2017-01-30T00:00:00.000,2017-01-17T00:00:00.000,"United States, Canada",ES_1023593_DVE60M99***_02032017114750_70117713,No,,
2290028,Samsung,DVE55M96***,DVE55M96***,,8.87276E+11,Electric Standard Vented,Electric,,,7.5,38.7,27,32,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,ES_1023593_WF45M55**A*_11242016052047_70108499,2017-01-30T00:00:00.000,2017-01-17T00:00:00.000,"United States, Canada",ES_1023593_DVE55M96***_02032017114750_70117713,No,,
2290029,Samsung,DVE54M87***,DVE54M87***,,8.87276E+11,Electric Standard Vented,Electric,,,7.4,42.4,27,30.2,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,ES_1023593_WA54M87**A*_01122017122713_70115961,2017-01-30T00:00:00.000,2017-01-19T00:00:00.000,"United States, Canada",ES_1023593_DVE54M87***_02032017114750_70117710,No,,
2290030,Samsung,DVE52M86***,DVE52M86***,,8.87276E+11,Electric Standard Vented,Electric,,,7.4,42.4,27,30.2,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,ES_1023593_WA54M87**A*_01122017122713_70115961,2017-01-30T00:00:00.000,2017-01-19T00:00:00.000,"United States, Canada",ES_1023593_DVE52M86***_02032017114750_70117710,No,,
2290031,Samsung,DVE52M77***,DVE52M77***,,8.87276E+11,Electric Standard Vented,Electric,,,7.4,42.4,27,30.2,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,ES_1023593_WA54M87**A*_01122017122713_70115961,2017-01-30T00:00:00.000,2017-01-19T00:00:00.000,"United States, Canada",ES_1023593_DVE52M77***_02032017114750_70117710,No,,
2290268,LG,DLE7200*E,DLE7200*E,,048231020282;048231024556;772454068423,Electric Standard Vented,Electric,,,7.3,40.19,27,28.94,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,No,,2017-02-25T00:00:00.000,2017-02-08T00:00:00.000,"United States, Canada",ES_1118034_DLE7200*E_02082017044347_70120957,No,,
2290269,LG,DLEY1901*E,DLEY1901*E,,048231020602;048231020633,Electric Standard Vented,Electric,,,7.3,40.19,27,28.94,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,No,,2017-02-25T00:00:00.000,2017-02-08T00:00:00.000,"United States, Canada",ES_1118034_DLEY1901*E_02082017044347_70120957,No,,
2290270,LG,DLEX7200*,DLEX7200*,,7.72454E+11,Electric Standard Vented,Electric,,,7.3,40.19,27,28.94,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,No,,2017-02-25T00:00:00.000,2017-02-08T00:00:00.000,"United States, Canada",ES_1118034_DLEX7200*_02082017044347_70120957,No,,
2290271,LG,DLEX4370*,DLEX4370*,,048231013277;048231013307;048231018791;772454068249;772454068256,Electric Standard Vented,Electric,,,7.4,38.69,27,30,3.94,607,58,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,No,,2017-02-25T00:00:00.000,2017-02-08T00:00:00.000,"United States, Canada",ES_1118034_DLEX4370*_02082017044347_70120957,No,,
2292846,Crosley,CED7464G**,CED7464G**,,8.83049E+11,Electric Standard Vented,Electric,,,7.4,34,24,25,3.93,608,76,"NORMAL CYCLE, MEDIUM HEAT, NORMAL DRYNESS LEVEL, ECO","Time remaining display,Wrinkle prevention option,Cycle Signal
Control Lock
Timed Dry
Dryness Level option",Vented,,,No,,,,Yes,ES_92264_CFWH4084G**_01282017165803_2683820,2017-03-13T00:00:00.000,2017-01-27T00:00:00.000,United States,ES_22856_CED7464G**_03232017015519_4119093,No,,
2294648,LG,DLE7050*,DLE7050*,,48231024051,Electric Standard Vented,Electric,,,7.3,40.19,27,28.94,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,No,,2017-04-13T00:00:00.000,2017-04-13T00:00:00.000,"United States, Canada",ES_1118034_DLE7050*_04202017041626_70132177,No,,
2295778,LG,DLEX5005*,DLEX5005*,,48231019040,Electric Standard Vented,Electric,,,7.4,38.69,27,30,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,No,,2017-05-24T00:00:00.000,2017-05-10T00:00:00.000,"United States, Canada",ES_1118034_DLEX5005*_05112017113153_70137001,No,,
2297023,GE,GTD65EBSJ0WS,GTD65EB*L***,,84691825111,Electric Standard Vented,Electric,,,7.4,43.7,26.96,30.48,3.93,608,60,"COTTONS CYCLE, LOW TEMP WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON","Drum light,Time remaining display",Vented,,,No,,,,No,,2017-06-05T00:00:00.000,2017-06-05T00:00:00.000,United States,ES_1123206_GTD65EB*L***_06052017120810_4490815,No,,
2299202,GE,GTD75ECML***,GTD75ECML***,,7.57639E+11,Electric Standard Vented,Electric,,,7.4,43.7,26.96,30.48,3.93,608,59,COTTONS CYCLE / LOW TEMP WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display",Vented,,,No,,,,Yes,ES_1123206_GTW750C*L***_05242017160757_2077084,2017-07-01T00:00:00.000,2017-07-06T00:00:00.000,Canada,ES_1123206_GTD75ECML***_07062017170010_0410417,No,,
2301400,Asko,T208H.W.U,T208H.W.U,,588196,Electric Compact Ventless 240V,Electric,,Heat Pump,3.9,33.46,23.43,25.75,3,283,73,"Auto, Normal","Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,Yes,ES_1123023_W2084.W.US_07122017080224_70145269,2017-09-01T00:00:00.000,2017-07-20T00:00:00.000,"United States, Canada",ES_1123023_T208H.W.U_08032017015947_70148998,No,3,240
2305183,Insignia,Clothe Dryers,NS-FDRE77WH8B,",NS-FDRE77WH8B-C,",6.00603E+11,Electric Standard Vented,Electric,,,7.5,45.8,27,31.1,3.93,608,62,1,"Drum light,Steam cycle",Vented,,,No,,,,,,2017-09-29T00:00:00.000,2017-10-16T00:00:00.000,Canada,ES_1059185_NS-FDRE77WH8B_10172017032106_0466687,No,,
2307916,GE,GFD45ESM****,GFD45ESM****,",GFD45ESMM0DG,; ,GFD45ESMM0WW,",7.57639E+11,Electric Standard Vented,Electric,,,7.5,39.38,27,33,3.93,608,58,"COTTONS CYCLE, TEMPERATURE SETTING LOW, DRYNESS SETTING OF DRY.",Time remaining display,Vented,,,No,,,,No,,2018-01-02T00:00:00.000,2017-12-15T00:00:00.000,Canada,ES_1123206_GFD45ESM****_12152017151342_0822632,No,,
2307923,GE,GFD40ESM****,GFD40ESM****,"GFD40ESM****,GFD40ESMM0WW,",7.57639E+11,Electric Standard Vented,Electric,,,7,39.38,27,32.19,3.93,608,60,"COTTONS CYCLE, TEMPERATURE SETTING EXTRA LOW, DRYNESS SETTING OF DRY, EDRY.",Time remaining display,Vented,,,No,,,,No,,2018-01-02T00:00:00.000,2017-12-15T00:00:00.000,Canada,ES_1123206_GFD40ESM****_12152017151458_0898758,No,,
2308246,Miele,Miele,TWF160 WP,,4.00252E+12,Electric Compact Ventless 120V,Electric,,Heat Pump,4.1,33.46,23.46,25.31,6.37,133,35,Cotton normal,"Drum light,Time remaining display,Wrinkle prevention option,Filter cleaning indicator,Perfect dry sensor, Gentle option",Ventless,,,No,,,,Yes,ES_31629_WWF060_11252017012640_70163416,2018-01-01T00:00:00.000,2017-12-20T00:00:00.000,"United States, Canada",ES_1141072_TWF160 WP_12222017121317_70168085,Yes,4.36,120
2308247,Miele,Miele,TWI180 WP,,4.00252E+12,Electric Compact Ventless 120V,Electric,,Heat Pump,4.1,33.46,23.46,25.31,6.37,133,35,Cotton normal +,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator,Perfect dry sensor, Gentle option, Steam Finish",Ventless,,,No,,,,Yes,"ES_31629_WWH660_11252017012640_70163416, ES_31629_WWH860_11252017012640_70163416",2018-01-01T00:00:00.000,2017-12-20T00:00:00.000,"United States, Canada",ES_1141072_TWI180 WP_12222017121317_70168085,Yes,4.36,120
2308545,LG,DLE7100*,DLE7100*,,48231023993,Electric Standard Vented,Electric,,,7.3,40.19,27,28.94,3.94,607,55,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2017-11-30T00:00:00.000,2017-12-22T00:00:00.000,"United States, Canada",ES_1118034_DLE7100*_12292017012417_70163139,No,,
2321540,LG,DLE3095*,DLE3095*,,7.72454E+11,Electric Standard Vented,Electric,,,7.4,38.69,27,30,3.94,607,56,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option,Steam cycle",Vented,,,No,,,,No,,2018-06-20T00:00:00.000,2018-06-20T00:00:00.000,"United States, Canada",ES_1118034_DLE3095*_06232018115649_70188625,No,,
2324035,LG,DLE7300*E,DLE7300*E,,048231026383;048231026406,Electric Standard Vented,Electric,,,7.3,40.19,27,28.94,3.94,607,56,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2018-08-10T00:00:00.000,2018-08-03T00:00:00.000,"United States, Canada",ES_1118034_DLE7300*E_08072018043658_70193797,No,,
2324036,LG,DLEX7300*E,DLEX7300*E,,7.72454E+11,Electric Standard Vented,Electric,,,7.3,40.19,27,28.94,3.94,607,56,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2018-08-10T00:00:00.000,2018-08-03T00:00:00.000,"United States, Canada",ES_1118034_DLEX7300*E_08072018043658_70193797,No,,
2325052,GE,H41E_5_M,GFT14ES*M***,"GFT14ES*M***,GFT14ESSMWW,Color: White / White",84691826668,Electric Compact Ventless 240V,Electric,,,4.1,33.25,23.44,25.25,2.68,317,30,"COTTONS CYCLE WITH THE DEFAULT TEMPERATURE SETTING OF HIGH, DRYNESS SETTING OF DRY, AND DEFAULT EDRY ON","Drum light,Time remaining display",Ventless,,,No,,,,Yes,ES_1123206_GFW148S*M***_08272018155407_5247195,2018-09-03T00:00:00.000,2018-08-29T00:00:00.000,United States,ES_1123206_GFT14ES*M***_08292018161048_9048548,No,,240
2325053,GE,H41E_5_M,GFT14JS*M***,"GFT14JS*M***,GFT14JSIMWW,Color: White / White",84691839118,Electric Compact Ventless 240V,Electric,,,4.1,33.25,23.44,25.25,2.68,317,30,"COTTONS CYCLE WITH THE DEFAULT TEMPERATURE SETTING OF HIGH, DRYNESS SETTING OF DRY, AND DEFAULT EDRY ON","Drum light,Time remaining display",Ventless,,,No,,,,Yes,ES_1123206_GFW148S*M***_08272018155407_5247195,2018-09-03T00:00:00.000,2018-08-29T00:00:00.000,Canada,ES_1123206_GFT14JS*M***_08292018161132_9092151,No,,240
2325401,Miele,Miele,TWB120 WP,,,Electric Compact Ventless 120V,Electric,,Heat Pump,4.1,33.46,23.46,25.31,6.37,133,34,Cotton normal,"Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Perfect dry sensor##Gentle option",Ventless,,,No,,,,Yes,ES_0031629_WWB020_12062018124521_70208967,2018-02-01T00:00:00.000,2018-09-05T00:00:00.000,"United States, Canada",ES_0031629_TWB120 WP_09052018023030_70196998,Yes,4.36,120
2325656,Samsung,DV22N685*H*,DV22N685*H*,,,Electric Compact Ventless 240V,Electric,,Heat Pump,4,33.5,23.6,25.6,5.85,145,60,"Normal cycle, Automatic Termination, Normal Dry level","Drum light,Wrinkle prevention option",Ventless,,,No,,,,No,,2018-10-01T00:00:00.000,2018-09-07T00:00:00.000,"United States, Canada",ES_1023593_DV22N685*H*_09102018024207_70196935,Yes,5.06,240
2325657,Samsung,DV22N680*H*,DV22N680*H*,,,Electric Compact Ventless 240V,Electric,,Heat Pump,4,33.5,23.6,25.6,5.85,145,60,"Normal cycle, Automatic Termination, Normal Dry level","Drum light,Wrinkle prevention option",Ventless,,,No,,,,No,,2018-10-15T00:00:00.000,2018-09-07T00:00:00.000,"United States, Canada",ES_1023593_DV22N680*H*_09102018024207_70196935,Yes,5.08,240
2327878,Whirlpool,WED5620H**,WED5620H**,,8.83049E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,74,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Time remaining display,Drum light,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,Yes,ES_15649_WFW5620H**_10142018184621_2781148,2018-10-15T00:00:00.000,2018-09-26T00:00:00.000,United States,ES_1129244_WED5620H**_10142018194920_6560520,No,,
2327879,Whirlpool,WED6620H**,WED6620H**,,8.83049E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,74,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,Yes,ES_15649_WFW6620H**_10142018184846_2926289,2018-10-15T00:00:00.000,2018-09-26T00:00:00.000,United States,ES_1129244_WED6620H**_10142018194427_6267487,No,,
2327880,Whirlpool,WED8620H**,WED8620H**,,8.83049E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,74,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,No,,2018-10-15T00:00:00.000,2018-09-26T00:00:00.000,United States,ES_1129244_WED8620H**_10142018191923_4763998,No,,
2327881,Whirlpool,YWED5620H**,YWED5620H**,,8.83049E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,74,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,Yes,ES_15649_WFW5620H**_10142018184621_2781148,2018-10-15T00:00:00.000,2018-09-26T00:00:00.000,Canada,ES_1129244_YWED5620H**_10142018194730_6450286,No,,
2327882,Whirlpool,YWED8620H**,YWED8620H**,,8.83049E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,74,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,No,,2018-10-15T00:00:00.000,2018-09-26T00:00:00.000,Canada,ES_1129244_YWED8620H**_10142018194021_6021423,No,,
